,abdominal_pain,abnormal_menstruation,acidity,acute_liver_failure,altered_sensorium,anxiety,back_pain,belly_pain,blackheads,bladder_discomfort,blister,blood_in_sputum,bloody_stool,blurred_and_distorted_vision,breathlessness,brittle_nails,bruising,burning_micturition,chest_pain,chills,cold_hands_and_feets,coma,congestion,constipation,continuous_feel_of_urine,continuous_sneezing,cough,cramps,dark_urine,dehydration,depression,diarrhoea,dischromic_patches,distention_of_abdomen,dizziness,drying_and_tingling_lips,enlarged_thyroid,excessive_hunger,extra_marital_contacts,family_history,fast_heart_rate,fatigue,fluid_overload,foul_smell_ofurine,headache,high_fever,hip_joint_pain,history_of_alcohol_consumption,increased_appetite,indigestion,inflammatory_nails,internal_itching,irregular_sugar_level,irritability,irritation_in_anus,itching,joint_pain,knee_pain,lack_of_concentration,lethargy,loss_of_appetite,loss_of_balance,loss_of_smell,malaise,mild_fever,mood_swings,movement_stiffness,mucoid_sputum,muscle_pain,muscle_wasting,muscle_weakness,nausea,neck_pain,nodal_skin_eruptions,obesity,pain_behind_the_eyes,pain_during_bowel_movements,pain_in_anal_region,painful_walking,palpitations,passage_of_gases,patches_in_throat,phlegm,polyuria,prominent_veins_on_calf,puffy_face_and_eyes,pus_filled_pimples,receiving_blood_transfusion,receiving_unsterile_injections,red_sore_around_nose,red_spots_over_body,redness_of_eyes,restlessness,runny_nose,rusty_sputum,scurring,shivering,silver_like_dusting,sinus_pressure,skin_peeling,skin_rash,slurred_speech,small_dents_in_nails,spinning_movements,spotting_urination,stiff_neck,stomach_bleeding,stomach_pain,sunken_eyes,sweating,swelled_lymph_nodes,swelling_joints,swelling_of_stomach,swollen_blood_vessels,swollen_extremeties,swollen_legs,throat_irritation,toxic_look_(typhos),ulcers_on_tongue,unsteadiness,visual_disturbances,vomiting,watering_from_eyes,weakness_in_limbs,weakness_of_one_body_side,weight_gain,weight_loss,yellow_crust_ooze,yellow_urine,yellowing_of_eyes,yellowish_skin
scurring,-0.07718373468530972,-0.03392593008328751,-0.03256634725251166,-0.023073294581862077,-0.023073294581862042,-0.02307329458186209,-0.03302459423023292,-0.023073294581862042,0.8863951233028529,-0.02307329458186209,-0.023073294581862105,-0.023687491569557483,-0.023073294581862077,-0.04094720165340943,-0.04753369374494637,-0.023687491569557455,-0.02307329458186209,-0.032102753749645024,-0.06081234258856153,-0.06591686138590891,-0.023073294581862087,-0.02368749156955746,-0.02368749156955747,-0.03302459423023287,-0.023073294581862084,-0.032566347252511674,-0.053906940600294266,-0.023073294581862098,-0.054230282621299135,-0.022443890274314277,-0.03347771863404296,-0.05390694060029427,-0.022443890274314267,-0.02307329458186207,-0.04055985582966925,-0.02307329458186209,-0.023687491569557455,-0.04822808571617604,-0.02244389027431428,-0.03302459423023296,-0.03347771863404287,-0.12046540162475207,-0.023073294581862063,-0.02179795523969639,-0.08199083151794334,-0.0926903773742977,-0.02307329458186207,-0.02307329458186207,-0.02368749156955742,-0.032566347252511604,-0.023073294581862094,-0.02307329458186206,-0.023073294581862067,-0.048916289889563425,-0.023073294581862077,-0.05989334699397527,-0.060200367650518075,-0.023073294581862074,-0.02307329458186204,-0.04788168186403712,-0.08283614142332439,-0.04094720165340945,-0.02368749156955747,-0.06111732487478734,-0.04171408731352255,-0.033024594230232934,-0.023073294581862074,-0.02307329458186205,-0.04891628988956348,-0.022443890274314284,-0.03347771863404288,-0.08255443877537216,-0.03302459423023298,-0.022443890274314267,-0.03302459423023301,-0.023687491569557413,-0.023073294581862084,-0.023073294581862077,-0.033024594230232934,-0.023687491569557434,-0.023073294581862063,-0.022443890274314284,-0.041714087313522566,-0.02368749156955742,-0.02307329458186209,-0.02307329458186209,0.8863951233028529,-0.023687491569557424,-0.023687491569557424,-0.023073294581862105,-0.03347771863404304,-0.02368749156955747,-0.03302459423023301,-0.02368749156955747,-0.023687491569557458,1.0,-0.022443890274314288,-0.023073294581862094,-0.02368749156955747,-0.02307329458186209,0.32085947246045254,-0.023687491569557434,-0.02307329458186209,-0.02244389027431426,-0.02244389027431427,-0.033024594230233,-0.02368749156955746,-0.032566347252511584,-0.022443890274314267,-0.05989334699397543,-0.04133191994308255,-0.033024594230232934,-0.02307329458186207,-0.022443890274314232,-0.023687491569557455,-0.02307329458186209,-0.02368749156955747,-0.023073294581862035,-0.022443890274314277,-0.023073294581862074,-0.023073294581862046,-0.11954338439874236,-0.022443890274314284,-0.022443890274314256,-0.022443890274314256,-0.023073294581862087,-0.04788168186403714,-0.023073294581862108,-0.023073294581862046,-0.06680215483649699,-0.07146322828245705
shivering,-0.07718373468530973,-0.03392593008328742,-0.03256634725251162,-0.023073294581862105,-0.023073294581862143,-0.023073294581862108,-0.03302459423023301,-0.0230732945818621,-0.022443890274314284,-0.023073294581862133,-0.023073294581862153,-0.023687491569557413,-0.023073294581862105,-0.040947201653409475,-0.047533693744946474,-0.02368749156955737,-0.023073294581862105,-0.03210275374964508,-0.06081234258856166,0.29533176909994124,-0.02307329458186212,-0.0236874915695574,-0.0236874915695574,-0.033024594230232934,-0.023073294581862133,0.6089809139381079,-0.05390694060029439,-0.0230732945818621,-0.05423028262129926,-0.022443890274314277,-0.033477718634043,-0.05390694060029419,-0.02244389027431422,-0.023073294581862087,-0.0405598558296692,-0.023073294581862105,-0.02368749156955737,-0.04822808571617609,-0.02244389027431426,-0.033024594230232907,-0.03347771863404307,-0.12046540162475235,-0.023073294581862094,-0.021797955239696364,-0.08199083151794344,-0.0926903773742978,-0.023073294581862136,-0.023073294581862098,-0.023687491569557392,-0.032566347252511625,-0.023073294581862136,-0.023073294581862108,-0.023073294581862133,-0.04891628988956355,-0.023073294581862105,-0.059893346993975485,-0.060200367650518026,-0.023073294581862136,-0.02307329458186213,-0.04788168186403733,-0.08283614142332418,-0.04094720165340947,-0.0236874915695574,-0.06111732487478755,-0.04171408731352262,-0.033024594230232955,-0.02307329458186214,-0.023073294581862133,-0.048916289889563425,-0.022443890274314256,-0.03347771863404305,-0.08255443877537232,-0.03302459423023299,-0.02244389027431422,-0.033024594230232886,-0.023687491569557417,-0.02307329458186211,-0.0230732945818621,-0.03302459423023301,-0.02368749156955736,-0.023073294581862108,-0.022443890274314267,-0.04171408731352247,-0.023687491569557392,-0.023073294581862105,-0.023073294581862115,-0.022443890274314288,-0.02368749156955739,-0.02368749156955739,-0.023073294581862157,-0.03347771863404307,-0.0236874915695574,-0.033024594230232955,-0.0236874915695574,-0.023687491569557417,-0.022443890274314288,1.0,-0.023073294581862133,-0.0236874915695574,-0.023073294581862136,-0.06532435124000588,-0.02368749156955736,-0.023073294581862136,-0.02244389027431428,-0.022443890274314256,-0.033024594230233024,-0.023687491569557396,-0.03256634725251157,-0.022443890274314277,-0.059893346993975374,-0.04133191994308273,-0.033024594230233004,-0.023073294581862087,-0.02244389027431428,-0.023687491569557375,-0.023073294581862105,-0.0236874915695574,-0.023073294581862105,-0.022443890274314236,-0.02307329458186215,-0.02307329458186212,-0.11954338439874304,0.8863951233028546,-0.02244389027431433,-0.022443890274314315,-0.02307329458186212,-0.047881681864037205,-0.023073294581862157,-0.023073294581862108,-0.06680215483649692,-0.071463228282457
silver_like_dusting,-0.07934823355292227,-0.03487733049876833,-0.03347962026317538,-0.023720349563046198,-0.023720349563046247,-0.02372034956304623,-0.03395071807104138,-0.023720349563046212,-0.02307329458186209,-0.023720349563046212,-0.023720349563046222,-0.024351770758533255,-0.023720349563046243,-0.042095502807429075,-0.048866702917200626,-0.024351770758533203,-0.023720349563046264,-0.03300302599510765,-0.06251773099981772,-0.06776539815868958,-0.023720349563046247,-0.024351770758533235,-0.02435177075853321,-0.033950718071041275,-0.023720349563046212,-0.033479620263175434,-0.05541867765683223,-0.02372034956304626,-0.055751087306414114,-0.02307329458186216,-0.0344165496503066,-0.05541867765683221,-0.02307329458186215,-0.02372034956304622,-0.04169729446712035,-0.023720349563046233,-0.024351770758533203,-0.049580568040922084,-0.02307329458186216,-0.03395071807104132,-0.03441654965030666,-0.12384366812696757,-0.023720349563046222,-0.022409245294847998,-0.08429013800652864,-0.09528973613405735,-0.023720349563046236,-0.02372034956304622,-0.024351770758533148,-0.03347962026317535,0.9461199816019448,-0.02372034956304625,-0.023720349563046257,-0.050288071839548774,-0.023720349563046243,-0.061572963590328586,0.35984531622854776,-0.023720349563046233,-0.023720349563046247,-0.049224449826699726,-0.08515915332523823,-0.04209550280742902,-0.02435177075853321,-0.06283126604415842,-0.04288389459379638,-0.03395071807104133,-0.023720349563046233,-0.023720349563046257,-0.050288071839548656,-0.02307329458186216,-0.03441654965030652,-0.08486955076074348,-0.03395071807104141,-0.02307329458186215,-0.03395071807104139,-0.024351770758533214,-0.023720349563046233,-0.023720349563046243,-0.03395071807104133,-0.02435177075853323,-0.023720349563046247,-0.02307329458186216,-0.042883894593796386,-0.024351770758533148,-0.02372034956304626,-0.02372034956304625,-0.023073294581862094,-0.024351770758533203,-0.024351770758533203,-0.023720349563046222,-0.034416549650306716,-0.02435177075853321,-0.0339507180710414,-0.02435177075853321,-0.024351770758533228,-0.023073294581862094,-0.023073294581862133,1.0,-0.02435177075853322,0.9461199816019448,0.331086626538714,-0.024351770758533224,0.9461199816019448,-0.023073294581862077,-0.023073294581862164,-0.033950718071041386,-0.024351770758533235,-0.0334796202631754,-0.023073294581862157,-0.06157296359032877,-0.042491009928528445,-0.03395071807104133,-0.023720349563046222,-0.023073294581862126,-0.024351770758533203,-0.023720349563046264,-0.02435177075853322,-0.023720349563046212,-0.023073294581862157,-0.023720349563046233,-0.02372034956304624,-0.122895794349059,-0.023073294581862136,-0.023073294581862164,-0.02307329458186214,-0.023720349563046247,-0.0492244498266997,-0.023720349563046216,-0.0237203495630462,-0.06867551829950089,-0.07346730436563667
sinus_pressure,-0.08146043499230653,-0.03580574370197155,-0.034370827274895065,-0.024351770758533214,-0.024351770758533182,-0.024351770758533235,-0.0348544654182328,-0.024351770758533186,-0.023687491569557465,-0.0243517707585332,-0.02435177075853319,-0.024999999999999935,-0.024351770758533224,-0.04321605934208927,-0.05016750465679872,-0.024999999999999932,-0.024351770758533255,-0.03388154635894679,0.3895178274880806,0.33790789065368326,-0.024351770758533252,-0.024999999999999942,1.0,-0.034854465418232804,-0.0243517707585332,0.6892744280533,0.4145990844142555,-0.024351770758533252,-0.057235147147233746,-0.02368749156955747,-0.03533269714918605,-0.056893888956116564,-0.02368749156955743,-0.024351770758533245,-0.04280725093934792,-0.02435177075853323,-0.024999999999999932,-0.05090037243343825,-0.02368749156955743,-0.03485446541823285,-0.035332697149186125,0.18044447839496908,-0.024351770758533245,-0.02300576569672589,0.27013224895497523,0.2378859578087779,-0.02435177075853321,-0.02435177075853325,-0.02499999999999996,-0.03437082727489505,-0.02435177075853321,-0.02435177075853319,-0.024351770758533186,-0.05162670955039972,-0.024351770758533224,-0.06321199821654909,-0.0635360306870632,-0.024351770758533217,-0.024351770758533158,-0.05053477457019267,-0.08742603789438691,-0.043216059342089254,1.0,0.364970195672961,-0.044025437635545644,-0.034854465418232894,-0.024351770758533203,-0.02435177075853319,0.4842454655296981,-0.02368749156955743,-0.035332697149186104,-0.08712872628677713,-0.03485446541823283,-0.02368749156955743,-0.03485446541823282,-0.024999999999999984,-0.024351770758533224,-0.024351770758533224,-0.03485446541823284,-0.02499999999999995,-0.02435177075853319,-0.023687491569557434,0.5678535261127136,-0.02499999999999996,-0.024351770758533252,-0.024351770758533252,-0.023687491569557458,-0.024999999999999956,-0.024999999999999956,-0.024351770758533193,-0.03533269714918613,1.0,-0.03485446541823283,1.0,-0.024999999999999967,-0.02368749156955747,-0.0236874915695574,-0.02435177075853322,1.0,-0.02435177075853322,-0.06894393085922938,-0.024999999999999946,-0.02435177075853321,-0.023687491569557458,-0.023687491569557417,-0.034854465418232825,-0.024999999999999942,-0.034370827274895,-0.02368749156955747,-0.06321199821654908,0.54226776244155,-0.03485446541823284,-0.024351770758533255,-0.023687491569557448,-0.024999999999999925,-0.024351770758533245,1.0,-0.024351770758533186,-0.02368749156955741,-0.02435177075853322,-0.02435177075853318,-0.12616720521853,-0.023687491569557403,-0.023687491569557455,-0.02368749156955744,-0.024351770758533255,-0.05053477457019263,-0.024351770758533193,-0.02435177075853318,-0.0705036185874038,-0.07542295906745515
skin_peeling,-0.07934823355292225,-0.03487733049876833,-0.033479620263175386,-0.0237203495630462,-0.02372034956304624,-0.023720349563046243,-0.03395071807104138,-0.023720349563046212,-0.023073294581862087,-0.023720349563046222,-0.023720349563046226,-0.024351770758533255,-0.02372034956304624,-0.04209550280742908,-0.04886670291720062,-0.024351770758533207,-0.02372034956304627,-0.033003025995107654,-0.06251773099981771,-0.06776539815868958,-0.02372034956304625,-0.02435177075853323,-0.02435177075853322,-0.033950718071041275,-0.023720349563046216,-0.033479620263175434,-0.055418677656832234,-0.02372034956304626,-0.055751087306414114,-0.02307329458186216,-0.03441654965030661,-0.0554186776568322,-0.02307329458186215,-0.023720349563046222,-0.04169729446712037,-0.023720349563046243,-0.024351770758533207,-0.04958056804092207,-0.02307329458186216,-0.03395071807104133,-0.03441654965030665,-0.12384366812696757,-0.023720349563046216,-0.022409245294847994,-0.08429013800652864,-0.09528973613405736,-0.023720349563046236,-0.02372034956304622,-0.024351770758533148,-0.03347962026317536,0.946119981601945,-0.023720349563046247,-0.023720349563046257,-0.05028807183954877,-0.02372034956304624,-0.061572963590328586,0.35984531622854776,-0.023720349563046243,-0.02372034956304624,-0.049224449826699726,-0.08515915332523823,-0.04209550280742901,-0.02435177075853322,-0.06283126604415844,-0.0428838945937964,-0.033950718071041344,-0.023720349563046233,-0.023720349563046257,-0.05028807183954864,-0.02307329458186216,-0.034416549650306515,-0.08486955076074351,-0.0339507180710414,-0.023073294581862143,-0.03395071807104139,-0.024351770758533214,-0.02372034956304624,-0.023720349563046243,-0.03395071807104133,-0.024351770758533217,-0.023720349563046247,-0.02307329458186216,-0.04288389459379639,-0.024351770758533148,-0.02372034956304627,-0.023720349563046254,-0.02307329458186209,-0.024351770758533203,-0.024351770758533203,-0.023720349563046226,-0.034416549650306716,-0.02435177075853322,-0.0339507180710414,-0.02435177075853322,-0.02435177075853323,-0.02307329458186209,-0.023073294581862136,0.9461199816019448,-0.02435177075853322,1.0,0.33108662653871407,-0.024351770758533224,0.9461199816019448,-0.023073294581862077,-0.023073294581862164,-0.033950718071041386,-0.024351770758533228,-0.03347962026317541,-0.02307329458186216,-0.0615729635903288,-0.04249100992852846,-0.03395071807104134,-0.02372034956304622,-0.023073294581862126,-0.024351770758533207,-0.02372034956304627,-0.024351770758533217,-0.023720349563046222,-0.02307329458186216,-0.023720349563046233,-0.02372034956304624,-0.12289579434905905,-0.023073294581862133,-0.023073294581862164,-0.02307329458186214,-0.02372034956304625,-0.0492244498266997,-0.023720349563046222,-0.023720349563046198,-0.06867551829950092,-0.07346730436563667
skin_rash,-0.22464810391489354,-0.09874354872608082,-0.0947863975685949,-0.06715627197904483,-0.0671562719790448,-0.06715627197904492,0.20471391610579598,-0.06715627197904488,0.3208594724604525,-0.0671562719790449,0.33108662653871457,-0.06894393085922937,-0.06715627197904495,-0.11917940029157427,-0.1383497988975361,-0.0689439308592294,-0.06715627197904496,0.16650661934171662,-0.17699813973556572,-0.029323899245996078,-0.067156271979045,-0.06894393085922937,-0.06894393085922938,-0.096120154157202,-0.06715627197904489,-0.09478639756859486,-0.1568995338601272,-0.06715627197904496,-0.15784064110546822,-0.06532435124000592,-0.09743900117294335,-0.1568995338601274,0.2981427769486611,-0.06715627197904489,-0.11805200596144298,-0.06715627197904492,-0.0689439308592294,-0.1403708703103993,-0.06532435124000592,-0.09612015415720186,-0.0974390011729435,-0.10524814331499709,-0.06715627197904488,-0.06344431678234826,0.05379243230848937,0.11705909527297091,-0.06715627197904492,-0.06715627197904488,-0.06894393085922912,-0.0947863975685949,0.33108662653871407,-0.06715627197904471,-0.06715627197904475,-0.14237393174929133,-0.06715627197904495,0.31815806405108316,0.17113394987754887,-0.0671562719790449,-0.06715627197904488,0.0672456933828669,0.049730665657235724,-0.119179400291574,-0.06894393085922938,0.17424151254883888,0.11044689345233141,-0.09612015415720235,-0.06715627197904493,-0.06715627197904481,0.060683294322748424,-0.06532435124000592,-0.0974390011729434,-0.09066313505171063,-0.09612015415720197,0.2981427769486612,-0.09612015415720188,0.3410356274563402,-0.06715627197904495,-0.06715627197904495,-0.09612015415720213,-0.06894393085922938,-0.06715627197904471,-0.06532435124000593,-0.12141146913569463,-0.06894393085922912,-0.06715627197904496,-0.06715627197904499,0.32085947246045254,-0.06894393085922934,-0.06894393085922934,0.33108662653871457,0.4812063884506803,-0.06894393085922938,-0.09612015415720192,-0.06894393085922938,-0.06894393085922935,0.32085947246045254,-0.06532435124000588,0.331086626538714,-0.06894393085922938,0.33108662653871407,1.0,-0.06894393085922938,0.33108662653871407,-0.06532435124000582,0.29814277694866087,-0.096120154157202,-0.06894393085922937,0.16178416898803075,-0.06532435124000592,-0.17432334538062005,0.11339595827182745,-0.09612015415720215,-0.06715627197904489,-0.06532435124000584,-0.0689439308592294,-0.06715627197904497,-0.06894393085922938,-0.06715627197904488,-0.06532435124000574,-0.06715627197904486,-0.06715627197904486,-0.2250455942070079,-0.06532435124000587,-0.06532435124000596,-0.06532435124000592,-0.067156271979045,-0.1393626401581639,0.3310866265387146,-0.06715627197904477,-0.1944318642086185,-0.20799821100580532
slurred_speech,-0.08146043499230665,-0.03580574370197156,-0.03437082727489501,-0.02435177075853319,-0.024351770758533155,0.9740708303413301,-0.03485446541823276,-0.02435177075853316,-0.023687491569557427,-0.02435177075853321,-0.024351770758533217,-0.02499999999999994,-0.024351770758533228,0.5474034183331306,-0.050167504656798693,-0.02499999999999993,-0.024351770758533238,-0.033881546358946774,-0.06418191475655868,-0.06956927160517003,-0.024351770758533224,-0.024999999999999925,-0.024999999999999946,-0.03485446541823278,-0.024351770758533207,-0.03437082727489501,-0.056893888956116884,-0.02435177075853323,-0.057235147147233635,-0.023687491569557417,-0.03533269714918605,-0.05689388895611663,-0.02368749156955739,-0.024351770758533224,-0.042807250939347924,0.9740708303413298,-0.02499999999999993,0.49115554179278786,-0.02368749156955739,-0.034854465418232804,-0.03533269714918611,0.18044447839496916,-0.024351770758533224,-0.023005765696725897,0.2701322489549754,-0.09782629062063854,-0.02435177075853323,-0.024351770758533224,-0.024999999999999935,-0.03437082727489502,-0.024351770758533224,-0.024351770758533155,-0.02435177075853315,0.484245465529699,-0.024351770758533228,-0.06321199821654894,-0.06353603068706314,-0.02435177075853323,-0.024351770758533137,-0.05053477457019264,-0.08742603789438708,-0.04321605934208921,-0.024999999999999946,-0.0645037959119884,-0.04402543763554562,-0.03485446541823285,-0.02435177075853322,-0.02435177075853315,-0.05162670955039963,-0.023687491569557392,-0.035332697149186056,0.26822874898756427,-0.03485446541823278,-0.02368749156955739,-0.03485446541823281,-0.024999999999999953,-0.024351770758533228,-0.024351770758533228,-0.03485446541823286,1.0,-0.024351770758533155,-0.023687491569557392,-0.04402543763554567,-0.024999999999999935,-0.024351770758533235,-0.024351770758533224,-0.02368749156955743,-0.024999999999999925,-0.024999999999999925,-0.024351770758533217,-0.035332697149186146,-0.024999999999999946,-0.03485446541823283,-0.024999999999999946,-0.02499999999999997,-0.023687491569557434,-0.02368749156955736,-0.024351770758533224,-0.024999999999999946,-0.024351770758533224,-0.06894393085922938,1.0,-0.024351770758533217,-0.023687491569557424,-0.023687491569557385,-0.034854465418232776,-0.024999999999999925,-0.034370827274894974,-0.023687491569557424,0.37255921072762505,-0.043622094620818,-0.034854465418232845,-0.024351770758533224,-0.02368749156955743,-0.02499999999999993,-0.024351770758533235,-0.02499999999999995,-0.02435177075853316,-0.023687491569557375,-0.024351770758533228,-0.02435177075853314,0.18193390094208153,-0.023687491569557354,-0.02368749156955741,-0.023687491569557406,-0.024351770758533224,-0.05053477457019262,-0.024351770758533217,-0.02435177075853316,-0.0705036185874039,-0.0754229590674551
small_dents_in_nails,-0.07934823355292227,-0.03487733049876833,-0.033479620263175386,-0.0237203495630462,-0.02372034956304624,-0.023720349563046243,-0.03395071807104138,-0.023720349563046212,-0.02307329458186209,-0.02372034956304622,-0.023720349563046226,-0.024351770758533252,-0.02372034956304624,-0.04209550280742908,-0.04886670291720062,-0.024351770758533207,-0.02372034956304627,-0.03300302599510765,-0.06251773099981772,-0.06776539815868958,-0.02372034956304625,-0.024351770758533228,-0.02435177075853321,-0.03395071807104129,-0.02372034956304622,-0.033479620263175434,-0.055418677656832234,-0.02372034956304626,-0.055751087306414114,-0.02307329458186216,-0.03441654965030661,-0.0554186776568322,-0.023073294581862146,-0.023720349563046222,-0.04169729446712037,-0.023720349563046243,-0.024351770758533207,-0.049580568040922084,-0.02307329458186216,-0.03395071807104133,-0.03441654965030665,-0.12384366812696757,-0.023720349563046216,-0.022409245294847994,-0.08429013800652864,-0.09528973613405736,-0.023720349563046236,-0.023720349563046222,-0.02435177075853314,-0.03347962026317536,0.9461199816019448,-0.023720349563046247,-0.023720349563046257,-0.05028807183954877,-0.02372034956304624,-0.061572963590328586,0.35984531622854776,-0.023720349563046243,-0.023720349563046247,-0.049224449826699726,-0.08515915332523823,-0.04209550280742902,-0.02435177075853321,-0.06283126604415845,-0.04288389459379639,-0.033950718071041344,-0.023720349563046233,-0.023720349563046257,-0.050288071839548656,-0.023073294581862164,-0.034416549650306515,-0.08486955076074351,-0.0339507180710414,-0.023073294581862143,-0.0339507180710414,-0.024351770758533214,-0.023720349563046243,-0.023720349563046243,-0.03395071807104133,-0.024351770758533217,-0.023720349563046247,-0.02307329458186216,-0.042883894593796386,-0.02435177075853314,-0.02372034956304627,-0.023720349563046254,-0.02307329458186209,-0.024351770758533203,-0.024351770758533203,-0.023720349563046226,-0.034416549650306716,-0.02435177075853321,-0.0339507180710414,-0.02435177075853321,-0.02435177075853323,-0.02307329458186209,-0.023073294581862136,0.9461199816019448,-0.02435177075853321,0.9461199816019448,0.33108662653871407,-0.024351770758533217,1.0,-0.023073294581862077,-0.023073294581862164,-0.033950718071041386,-0.024351770758533228,-0.03347962026317541,-0.02307329458186216,-0.0615729635903288,-0.04249100992852846,-0.03395071807104134,-0.023720349563046222,-0.023073294581862126,-0.024351770758533207,-0.02372034956304627,-0.024351770758533217,-0.023720349563046222,-0.02307329458186216,-0.023720349563046233,-0.02372034956304624,-0.12289579434905905,-0.023073294581862133,-0.023073294581862164,-0.023073294581862133,-0.02372034956304625,-0.0492244498266997,-0.023720349563046222,-0.0237203495630462,-0.06867551829950089,-0.07346730436563667
spinning_movements,-0.07718373468530974,-0.033925930083287516,-0.03256634725251166,-0.02307329458186209,-0.02307329458186208,-0.02307329458186211,-0.03302459423023296,-0.02307329458186206,-0.022443890274314263,-0.023073294581862067,-0.02307329458186209,-0.023687491569557476,-0.023073294581862098,-0.04094720165340942,-0.047533693744946405,-0.023687491569557448,-0.02307329458186212,-0.03210275374964507,-0.06081234258856154,-0.06591686138590894,-0.023073294581862108,-0.02368749156955745,-0.023687491569557458,-0.033024594230232886,-0.023073294581862063,-0.03256634725251169,-0.05390694060029427,-0.023073294581862115,-0.05423028262129919,-0.02244389027431427,-0.03347771863404296,-0.0539069406002943,-0.02244389027431425,-0.023073294581862084,-0.040559855829669256,-0.023073294581862108,-0.023687491569557448,-0.04822808571617603,-0.022443890274314284,-0.03302459423023299,-0.033477718634042884,-0.12046540162475206,-0.023073294581862094,-0.02179795523969639,0.2539739513627535,-0.0926903773742976,-0.023073294581862098,-0.023073294581862084,-0.023687491569557417,-0.03256634725251159,-0.023073294581862077,-0.02307329458186209,-0.023073294581862108,-0.04891628988956343,-0.023073294581862098,-0.05989334699397521,-0.060200367650518075,-0.0230732945818621,-0.02307329458186207,-0.047881681864037164,-0.08283614142332445,0.5153919709085074,-0.023687491569557458,-0.061117324874787333,-0.04171408731352254,-0.03302459423023295,-0.02307329458186209,-0.023073294581862084,-0.048916289889563466,-0.022443890274314288,-0.03347771863404288,0.2521776370037696,-0.03302459423023301,-0.022443890274314253,-0.03302459423023301,-0.023687491569557417,-0.023073294581862094,-0.023073294581862094,-0.033024594230232976,-0.023687491569557424,-0.02307329458186209,-0.02244389027431428,-0.04171408731352253,-0.023687491569557417,-0.02307329458186212,-0.02307329458186211,-0.022443890274314256,-0.023687491569557427,-0.023687491569557427,-0.023073294581862094,-0.033477718634043,-0.023687491569557458,-0.03302459423023302,-0.023687491569557458,-0.023687491569557455,-0.02244389027431426,-0.02244389027431428,-0.023073294581862077,-0.023687491569557458,-0.023073294581862077,-0.06532435124000582,-0.023687491569557424,-0.023073294581862077,1.0,-0.02244389027431427,-0.03302459423023301,-0.023687491569557455,-0.03256634725251159,-0.022443890274314274,-0.05989334699397543,-0.04133191994308255,-0.03302459423023297,-0.023073294581862094,-0.02244389027431424,-0.02368749156955745,-0.023073294581862115,-0.023687491569557458,-0.023073294581862063,-0.02244389027431427,0.9173995898367259,-0.023073294581862084,0.17067514198900938,-0.02244389027431428,-0.022443890274314256,-0.02244389027431424,-0.0230732945818621,-0.04788168186403716,-0.023073294581862094,-0.02307329458186206,-0.066802154836497,-0.0714632282824571
spotting_urination,-0.0771837346853098,-0.03392593008328743,-0.032566347252511674,-0.02307329458186212,-0.023073294581862153,-0.023073294581862126,-0.033024594230233024,-0.023073294581862126,-0.02244389027431428,-0.02307329458186216,-0.023073294581862174,-0.023687491569557424,-0.023073294581862115,-0.040947201653409517,-0.0475336937449465,-0.023687491569557392,-0.023073294581862122,0.617878927107365,-0.06081234258856171,-0.06591686138590928,-0.023073294581862133,-0.023687491569557424,-0.023687491569557417,-0.03302459423023296,-0.023073294581862157,-0.03256634725251172,-0.05390694060029438,-0.023073294581862126,-0.05423028262129926,-0.022443890274314284,-0.033477718634043,-0.05390694060029428,-0.022443890274314232,-0.023073294581862108,-0.04055985582966922,-0.023073294581862126,-0.023687491569557392,-0.0482280857161761,-0.022443890274314263,-0.033024594230232955,-0.033477718634043044,-0.12046540162475265,-0.023073294581862105,-0.021797955239696364,-0.08199083151794348,-0.09269037737429785,-0.023073294581862146,-0.023073294581862108,-0.02368749156955741,-0.03256634725251167,-0.023073294581862164,-0.023073294581862115,-0.02307329458186215,-0.04891628988956362,-0.023073294581862115,0.35058514715352607,-0.0602003676505181,-0.023073294581862146,-0.023073294581862143,-0.04788168186403736,-0.0828361414233243,-0.040947201653409496,-0.023687491569557417,-0.061117324874787514,-0.041714087313522726,-0.03302459423023299,-0.02307329458186216,-0.02307329458186216,-0.048916289889563466,-0.02244389027431426,-0.03347771863404305,-0.08255443877537236,-0.03302459423023303,-0.02244389027431424,-0.03302459423023293,-0.023687491569557434,-0.023073294581862115,-0.023073294581862115,-0.03302459423023303,-0.023687491569557385,-0.02307329458186212,-0.022443890274314267,-0.0417140873135226,-0.02368749156955741,-0.023073294581862122,-0.023073294581862133,-0.022443890274314267,-0.023687491569557406,-0.023687491569557406,-0.023073294581862174,-0.033477718634043044,-0.023687491569557417,-0.03302459423023299,-0.023687491569557417,-0.02368749156955743,-0.02244389027431427,-0.022443890274314256,-0.023073294581862164,-0.023687491569557417,-0.023073294581862164,0.29814277694866087,-0.023687491569557385,-0.023073294581862164,-0.02244389027431427,1.0,-0.033024594230233066,-0.023687491569557424,0.6089809139381069,-0.022443890274314277,-0.059893346993975395,-0.04133191994308271,-0.03302459423023303,-0.023073294581862105,-0.02244389027431426,-0.02368749156955739,-0.02307329458186212,-0.023687491569557417,-0.02307329458186212,-0.022443890274314246,-0.023073294581862178,-0.023073294581862133,-0.11954338439874301,-0.022443890274314253,-0.022443890274314305,-0.022443890274314305,-0.023073294581862136,-0.047881681864037275,-0.023073294581862174,-0.023073294581862133,-0.06680215483649699,-0.07146322828245706
